Refdatum,rki_7days,rki_14days,rki_28days
2021-03-13,96.61319073083779,86.09625668449198,75.40106951871657
2021-03-14,99.10873440285205,87.34402852049911,77.09447415329768
2021-03-15,105.1693404634581,91.53297682709447,79.81283422459893
2021-03-16,108.73440285204991,92.7807486631016,82.174688057041
2021-03-17,113.54723707664884,96.70231729055259,84.49197860962565
2021-03-18,114.61675579322637,101.15864527629233,86.85383244206773
2021-03-19,124.42067736185382,107.30837789661318,89.43850267379679
2021-03-20,124.777183600713,110.6951871657754,91.75579322638146
2021-03-21,127.98573975044563,113.54723707664884,93.98395721925134
2021-03-22,128.52049910873438,116.84491978609626,97.63814616755792
2021-03-23,134.40285204991088,121.56862745098039,100.40106951871657
2021-03-24,135.82887700534758,124.68805704099822,103.29768270944741
2021-03-25,144.5632798573975,129.59001782531195,106.41711229946523
2021-03-26,146.3458110516934,135.3832442067736,109.49197860962566
2021-03-27,150.98039215686273,137.87878787878788,111.98752228163993
2021-03-28,150.0891265597148,139.0374331550802,113.19073083778966
2021-03-29,148.66310160427807,138.59180035650624,115.06238859180036
2021-03-30,149.37611408199643,141.88948306595364,117.33511586452762
2021-03-31,147.7718360071301,141.80035650623884,119.25133689839572
2021-04-01,151.5151515151515,148.0392156862745,124.59893048128342
2021-04-02,143.67201426024954,145.00891265597147,126.15864527629233
2021-04-03,139.57219251336898,145.27629233511587,127.98573975044563
2021-04-04,137.4331550802139,143.76114081996434,128.6541889483066
2021-04-05,136.36363636363635,142.5133689839572,129.67914438502672
2021-04-06,136.72014260249554,143.04812834224597,132.3083778966132
2021-04-07,145.81105169340464,146.79144385026737,135.73975044563278
2021-04-08,140.46345811051694,145.9893048128342,137.78966131907308
2021-04-09,148.84135472370767,146.2566844919786,140.8199643493761
2021-04-10,150.44563279857397,145.00891265597147,141.44385026737967
2021-04-11,153.475935828877,145.45454545454544,142.24598930481284
2021-04-12,163.10160427807486,149.7326203208556,144.16221033868092
2021-04-13,162.5668449197861,149.6434937611408,145.76648841354722
2021-04-14,157.39750445632797,151.6042780748663,146.70231729055257
2021-04-15,151.3368983957219,145.90017825311944,146.96969696969697
2021-04-16,149.554367201426,149.19786096256684,147.10338680926915
2021-04-17,151.6934046345811,151.06951871657753,148.1729055258467
2021-04-18,154.01069518716577,153.74331550802137,148.75222816399287
2021-04-19,150.26737967914437,156.68449197860963,149.59893048128342
2021-04-20,154.36720142602493,158.46702317290553,150.75757575757575
2021-04-21,159.18003565062386,158.28877005347593,152.54010695187165
2021-04-22,163.45811051693403,157.39750445632797,151.6934046345811
2021-04-23,167.7361853832442,158.6452762923351,152.45098039215685
2021-04-24,171.4795008912656,161.58645276292333,153.2976827094474
2021-04-25,167.02317290552583,160.5169340463458,152.98573975044562
2021-04-26,168.98395721925132,159.62566844919786,154.67914438502672
2021-04-27,160.07130124777183,157.2192513368984,153.43137254901958
2021-04-28,153.11942959001783,156.14973262032083,153.87700534759358
2021-04-29,150.26737967914437,156.8627450980392,151.38146167557932
2021-04-30,142.95900178253117,155.3475935828877,152.27272727272725
2021-05-01,134.04634581105168,152.76292335115863,151.91622103386808
2021-05-02,134.58110516934045,150.80213903743314,152.27272727272725
2021-05-03,126.91622103386808,147.9500891265597,152.31729055258467
2021-05-04,126.38146167557932,143.22638146167557,150.84670231729055
2021-05-05,123.88591800356505,138.50267379679144,148.39572192513367
2021-05-06,120.67736185383244,135.4723707664884,146.4349376114082
2021-05-07,114.08199643493761,128.52049910873438,143.58288770053474
2021-05-08,109.09090909090908,121.56862745098039,141.57754010695186
2021-05-09,101.96078431372548,118.27094474153297,139.39393939393938
2021-05-10,99.28698752228163,113.10160427807486,136.36363636363635
2021-05-11,93.76114081996434,110.07130124777183,133.6452762923351
2021-05-12,91.08734402852049,107.48663101604278,131.8181818181818
2021-05-13,85.20499108734403,102.94117647058823,129.90196078431373
2021-05-14,80.57040998217468,97.32620320855614,126.33689839572192
2021-05-15,81.46167557932263,95.27629233511585,124.01960784313725
2021-05-16,83.24420677361853,92.602495543672,121.70231729055257
2021-05-17,80.3921568627451,89.83957219251336,118.89483065953654
2021-05-18,77.00534759358288,85.38324420677361,114.30481283422459
2021-05-19,72.37076648841354,81.72905525846701,110.11586452762923
2021-05-20,68.44919786096256,76.8270944741533,106.14973262032085
2021-05-21,64.52762923351159,72.54901960784314,100.53475935828877
2021-05-22,59.180035650623886,70.32085561497325,95.94474153297682
2021-05-23,56.149732620320854,69.69696969696969,93.98395721925134
2021-05-24,46.524064171122994,63.45811051693404,88.27985739750446
2021-05-25,43.13725490196078,60.071301247771835,85.07130124777183
2021-05-26,37.61140819964349,54.991087344028514,81.23885918003565
2021-05-27,37.4331550802139,52.94117647058823,77.94117647058823
2021-05-28,35.650623885918,50.08912655971479,73.70766488413547
2021-05-29,33.51158645276292,46.3458110516934,70.81105169340464
2021-05-30,30.481283422459892,43.31550802139037,67.95900178253119
2021-05-31,30.3030303030303,38.41354723707665,64.12655971479501
2021-06-01,26.203208556149733,34.67023172905526,60.026737967914436
2021-06-02,22.281639928698752,29.946524064171122,55.83778966131907
2021-06-03,17.64705882352941,27.540106951871657,52.183600713012474
2021-06-04,16.22103386809269,25.935828877005346,49.24242424242424
2021-06-05,14.973262032085561,24.242424242424242,47.28163992869875
2021-06-06,13.36898395721925,21.925133689839573,45.81105169340463
2021-06-07,11.58645276292335,20.944741532976828,42.20142602495543
2021-06-08,9.80392156862745,18.003565062388592,39.03743315508021
2021-06-09,9.44741532976827,15.86452762923351,35.42780748663101
2021-06-10,9.62566844919786,13.636363636363635,33.288770053475936
2021-06-11,8.73440285204991,12.4777183600713,31.283422459893046
2021-06-12,8.02139037433155,11.497326203208555,28.921568627450977
2021-06-13,8.19964349376114,10.784313725490195,27.049910873440282
2021-06-14,7.8431372549019605,9.714795008912656,24.06417112299465
2021-06-15,6.59536541889483,8.19964349376114,21.434937611408195
2021-06-16,6.59536541889483,8.02139037433155,18.983957219251337
2021-06-17,6.23885918003565,7.932263814616755,17.736185383244205
2021-06-18,6.4171122994652405,7.575757575757575,16.75579322638146
2021-06-19,6.7736185383244205,7.397504456327986,15.819964349376113
2021-06-20,6.7736185383244205,7.4866310160427805,14.705882352941176
2021-06-21,6.4171122994652405,7.1301247771836005,14.037433155080214
2021-06-22,7.8431372549019605,7.219251336898395,12.611408199643494
2021-06-23,7.8431372549019605,7.219251336898395,11.541889483065953
2021-06-24,8.19964349376114,7.219251336898395,10.427807486631016
2021-06-25,8.19964349376114,7.30837789661319,9.893048128342246
2021-06-26,8.73440285204991,7.754010695187166,9.62566844919786
2021-06-27,8.73440285204991,7.754010695187166,9.269162210338681
2021-06-28,8.37789661319073,7.397504456327986,8.55614973262032
2021-06-29,7.8431372549019605,7.8431372549019605,8.02139037433155
2021-06-30,7.30837789661319,7.575757575757575,7.798573975044563
2021-07-01,5.52584670231729,6.862745098039215,7.397504456327986
2021-07-02,4.45632798573975,6.327985739750445,6.95187165775401
2021-07-03,3.7433155080213902,6.23885918003565,6.8181818181818175
2021-07-04,4.09982174688057,6.4171122994652405,6.95187165775401
2021-07-05,4.27807486631016,6.327985739750445,6.729055258467023
2021-07-06,3.3868092691622103,5.614973262032085,6.4171122994652405
2021-07-07,4.45632798573975,5.88235294117647,6.550802139037433
2021-07-08,5.347593582887701,5.4367201426024945,6.327985739750445
2021-07-09,6.4171122994652405,5.4367201426024945,6.372549019607843
2021-07-10,6.7736185383244205,5.258467023172905,6.506238859180035
2021-07-11,7.66488413547237,5.88235294117647,6.8181818181818175
2021-07-12,9.269162210338681,6.7736185383244205,7.085561497326203
2021-07-13,10.33868092691622,6.862745098039215,7.352941176470588
