__timestamp,Abwasser 7T,Abwasser Täglich
2021-05-06 00:00:00+00:00,1698623.2574634976,342287.99130390486
2021-05-07 00:00:00+00:00,1866959.8393171572,189684.80049845664
2021-05-08 00:00:00+00:00,1838949.0341400253,122634.20468867014
2021-05-09 00:00:00+00:00,1518071.7883794613,209295.09668347263
2021-05-10 00:00:00+00:00,1493384.8870038136,90102.15619740811
2021-05-11 00:00:00+00:00,1380944.2103184676,138001.38499872625
2021-05-12 00:00:00+00:00,1326756.2082590149,296296.2108004699
2021-05-13 00:00:00+00:00,1388301.8451711084,252312.8942059614
2021-05-14 00:00:00+00:00,1298326.748073165,147355.98944108933
2021-05-15 00:00:00+00:00,1255997.9370157977,317420.2744135383
2021-05-16 00:00:00+00:00,1450784.006740666,199903.321592504
2021-05-17 00:00:00+00:00,1441392.231649697,227177.06725882777
2021-05-18 00:00:00+00:00,1578467.142711117,254807.43580888366
2021-05-19 00:00:00+00:00,1695273.1935212745,13537.470745873812
2021-05-20 00:00:00+00:00,1412514.4534666785,46001.35439154524
2021-05-21 00:00:00+00:00,1206202.9136522622,0.0
2021-05-22 00:00:00+00:00,1058846.9242111729,0.0
2021-05-23 00:00:00+00:00,741426.6497976345,0.0
2021-05-24 00:00:00+00:00,541523.3282051305,0.0
2021-05-25 00:00:00+00:00,314346.26094630273,0.0
2021-05-26 00:00:00+00:00,59538.82513741905,0.0
2021-05-27 00:00:00+00:00,46001.35439154524,2451.99889212033
2021-05-28 00:00:00+00:00,2451.99889212033,35154.81301964177
2021-05-29 00:00:00+00:00,37606.8119117621,378.1954989820199
2021-05-30 00:00:00+00:00,37985.007410744125,128.9950517600639
2021-05-31 00:00:00+00:00,38114.00246250419,0.0
2021-06-01 00:00:00+00:00,38114.00246250419,0.0
2021-06-02 00:00:00+00:00,38114.00246250419,0.0
2021-06-03 00:00:00+00:00,38114.00246250419,0.0
2021-06-04 00:00:00+00:00,35662.00357038386,0.0
2021-06-05 00:00:00+00:00,507.1905507420838,0.0
2021-06-06 00:00:00+00:00,128.9950517600639,0.0
2021-06-07 00:00:00+00:00,0.0,0.0
2021-06-08 00:00:00+00:00,0.0,0.0
2021-06-09 00:00:00+00:00,0.0,0.0
2021-06-10 00:00:00+00:00,0.0,0.0
2021-06-11 00:00:00+00:00,0.0,0.0
2021-06-12 00:00:00+00:00,0.0,0.0
2021-06-13 00:00:00+00:00,0.0,0.0
2021-06-15 00:00:00+00:00,0.0,0.0
2021-06-17 00:00:00+00:00,0.0,0.0
2021-06-20 00:00:00+00:00,0.0,0.0
2021-06-22 00:00:00+00:00,0.0,0.0
2021-06-24 00:00:00+00:00,0.0,2293.3006483663094
2021-06-29 00:00:00+00:00,2293.3006483663094,0.0
2021-07-01 00:00:00+00:00,2293.3006483663094,0.0
2021-07-04 00:00:00+00:00,0.0,0.0
2021-07-06 00:00:00+00:00,0.0,0.0
2021-07-08 00:00:00+00:00,0.0,0.0
2021-07-11 00:00:00+00:00,0.0,0.0
2021-07-13 00:00:00+00:00,0.0,0.0
2021-07-15 00:00:00+00:00,0.0,0.0
2021-07-18 00:00:00+00:00,0.0,971.2164663758581
2021-07-20 00:00:00+00:00,971.216466375858,340.06855135214585
2021-07-22 00:00:00+00:00,1311.2850177280038,5005.238001959679
2021-07-25 00:00:00+00:00,6316.523019687684,12172.72039966882
2021-07-27 00:00:00+00:00,17518.026952980646,3257.2587157441994
2021-07-29 00:00:00+00:00,20435.2171173727,4276.242233387343
2021-07-30 00:00:00+00:00,19706.22134880036,3830.1328241010865
2021-07-31 00:00:00+00:00,23536.354172901447,12293.068420539
2021-08-01 00:00:00+00:00,35829.422593440446,3597.2545497263886
2021-08-02 00:00:00+00:00,27253.956743498016,4339.3479632931085
2021-08-03 00:00:00+00:00,31593.304706791125,0.0
2021-08-04 00:00:00+00:00,28336.04599104693,0.0
2021-08-05 00:00:00+00:00,28336.04599104693,0.0
2021-08-06 00:00:00+00:00,24059.803757659585,2631.952967925792
2021-08-07 00:00:00+00:00,22861.623901484287,3888.3020475481308
2021-08-08 00:00:00+00:00,14456.85752849342,7492.098397396181
2021-08-09 00:00:00+00:00,18351.70137616321,11251.39649209072
2021-08-10 00:00:00+00:00,25263.749904960823,7016.477303087576
2021-08-11 00:00:00+00:00,32280.2272080484,143821.34411165354
2021-08-12 00:00:00+00:00,176101.57131970194,13833.501609320743
2021-08-13 00:00:00+00:00,189935.0729290227,55930.50416981032
2021-08-14 00:00:00+00:00,243233.62413090724,63242.653918889126
2021-08-15 00:00:00+00:00,302587.97600224824,23718.034981291927
2021-08-16 00:00:00+00:00,318813.91258614394,99285.71732412312
2021-08-17 00:00:00+00:00,406848.2334181764,87079.93218697557
2021-08-18 00:00:00+00:00,486911.6883020644,23722.97144153484
2021-08-19 00:00:00+00:00,366813.3156319456,22728.13912508368
2021-08-20 00:00:00+00:00,375707.95314770855,23184.597693778214
2021-08-21 00:00:00+00:00,342962.04667167645,57305.08800893336
2021-08-22 00:00:00+00:00,337024.4807617207,81659.86587174429
2021-08-23 00:00:00+00:00,394966.3116521731,0.0
2021-08-24 00:00:00+00:00,295680.5943280499,58635.77985031815
2021-08-25 00:00:00+00:00,267236.4419913925,4528.342871493417
2021-08-26 00:00:00+00:00,248041.81342135117,0.0
2021-08-27 00:00:00+00:00,225313.67429626745,0.0
2021-08-28 00:00:00+00:00,202129.0766024892,15287.059482422732
2021-08-29 00:00:00+00:00,160111.04807597862,11340.437043447968
2021-08-30 00:00:00+00:00,89791.61924768226,2251.596772267599
2021-08-31 00:00:00+00:00,92043.21601994986,1028.2593342354799
2021-09-01 00:00:00+00:00,34435.695503867195,113947.26573248084
2021-09-02 00:00:00+00:00,143854.61836485463,88810.31010509502
2021-09-03 00:00:00+00:00,232664.92846994963,151801.52349859886
2021-09-04 00:00:00+00:00,384466.45196854847,157136.5496488619
2021-09-05 00:00:00+00:00,526315.9421349877,199906.0653818433
2021-09-06 00:00:00+00:00,714881.570473383,36999.626729421936
2021-09-07 00:00:00+00:00,749629.6004305374,75379.3723392844
2021-09-08 00:00:00+00:00,823980.7134355863,125315.91016996781
2021-09-09 00:00:00+00:00,835349.3578730732,147161.04562640414
2021-09-10 00:00:00+00:00,893700.0933943823,2007.8598221342413
2021-09-11 00:00:00+00:00,743906.4297179178,48968.988097689915
2021-09-12 00:00:00+00:00,635738.8681667458,36806.44189011412
2021-09-13 00:00:00+00:00,472639.2446750166,94046.01346939153
2021-09-14 00:00:00+00:00,529685.6314149861,112611.29861597934
2021-09-15 00:00:00+00:00,566917.5576916812,18582.822999346125
2021-09-16 00:00:00+00:00,460184.47052105935,1955.4614988584756
2021-09-17 00:00:00+00:00,314978.8863935137,53678.35729697512
2021-09-18 00:00:00+00:00,366649.3838683546,25919.281333146933
2021-09-19 00:00:00+00:00,343599.6771038116,23630.4479209
2021-09-20 00:00:00+00:00,330423.6831345975,18828.18946309838
2021-09-21 00:00:00+00:00,255205.8591283044,19973.05384953644
2021-09-22 00:00:00+00:00,162567.61436186146,806.6972446060888
2021-09-23 00:00:00+00:00,144791.48860712143,2369.753469390556
2021-09-24 00:00:00+00:00,145205.78057765352,12744.614109729218
2021-09-25 00:00:00+00:00,104272.0373904076,14407.799679610236
2021-09-26 00:00:00+00:00,92760.55573687093,24265.26265907231
2021-09-27 00:00:00+00:00,93395.37047504322,1547.2301038888036
2021-09-28 00:00:00+00:00,76114.41111583365,0.0
2021-09-29 00:00:00+00:00,56141.35726629721,129918.98054169503
2021-09-30 00:00:00+00:00,185253.6405633861,69445.9753885082
2021-10-01 00:00:00+00:00,252329.86248250376,44897.91453094298
2021-10-02 00:00:00+00:00,284483.16290371754,93594.61556759411
2021-10-03 00:00:00+00:00,363669.97879170143,118132.74610860467
2021-10-04 00:00:00+00:00,457537.4622412338,151072.91325060342
2021-10-05 00:00:00+00:00,607063.1453879484,101924.95233018338
2021-10-06 00:00:00+00:00,708988.0977181317,184528.67573708642
2021-10-07 00:00:00+00:00,763597.7929135232,176631.4182382583
2021-10-08 00:00:00+00:00,870783.2357632733,56298.544743863036
2021-10-09 00:00:00+00:00,882183.8659761935,106810.00968301894
2021-10-10 00:00:00+00:00,895399.2600916182,173951.40945024515
2021-10-11 00:00:00+00:00,951217.9234332588,174790.3605027643
2021-10-12 00:00:00+00:00,974935.3706854196,37537.82801653471
2021-10-13 00:00:00+00:00,910548.246371771,85663.73286561723
2021-10-14 00:00:00+00:00,811683.3035003017,107768.59295702941
2021-10-15 00:00:00+00:00,742820.4782190728,201850.02996828695
2021-10-16 00:00:00+00:00,888371.9634434968,213171.64193689614
2021-10-17 00:00:00+00:00,994733.595697374,391547.6086464741
2021-10-18 00:00:00+00:00,1212329.7948936028,713546.5647171501
2021-10-19 00:00:00+00:00,1751085.9991079886,726752.8359185332
2021-10-20 00:00:00+00:00,2440301.007009987,781138.5837028017
2021-10-21 00:00:00+00:00,3135775.8578471714,527811.3674672957
2021-10-22 00:00:00+00:00,3555818.632357438,542789.4366979983
2021-10-23 00:00:00+00:00,3896758.039087149,516735.29473822826
2021-10-24 00:00:00+00:00,4200321.691888481,711210.40581621
2021-10-25 00:00:00+00:00,4519984.489058217,372596.5085619358
2021-10-26 00:00:00+00:00,4179034.432903003,381998.77870439965
2021-10-27 00:00:00+00:00,3834280.3756888695,877299.769702258
2021-10-28 00:00:00+00:00,3930441.561688326,537475.5775197085
2021-10-29 00:00:00+00:00,3940105.7717407374,973065.5182398048
2021-10-30 00:00:00+00:00,4370381.853282545,883244.3541063649
2021-10-31 00:00:00+00:00,4736890.912650681,857486.7146936706
2021-11-01 00:00:00+00:00,4883167.221528143,180582.32162222004
2021-11-02 00:00:00+00:00,4691153.034588426,808126.5035085917
2021-11-03 00:00:00+00:00,5117280.759392619,837932.3776564589
2021-11-04 00:00:00+00:00,5077913.36734682,611139.8661565927
2021-11-05 00:00:00+00:00,5151577.655983703,727619.6074678242
2021-11-06 00:00:00+00:00,4906131.745211723,1010271.8910974009
2021-11-07 00:00:00+00:00,5033159.282202759,1162237.0140510388
2021-11-08 00:00:00+00:00,5337909.581560127,950978.7805583216
2021-11-09 00:00:00+00:00,6108306.040496228,595901.9174989997
2021-11-10 00:00:00+00:00,5896081.454486636,1030231.1275725628
2021-11-11 00:00:00+00:00,6088380.204402741,774386.8136894375
2021-11-12 00:00:00+00:00,6251627.151935586,1402476.2721359613
2021-11-13 00:00:00+00:00,6926483.816603722,1133002.8728579395
2021-11-14 00:00:00+00:00,7049214.798364261,1302695.0799025162
2021-11-15 00:00:00+00:00,7189672.864215739,633599.0024006601
2021-11-16 00:00:00+00:00,6872293.086058077,605547.5058472067
2021-11-17 00:00:00+00:00,6881938.674406284,642586.7746845421
2021-11-18 00:00:00+00:00,6494294.321518263,1294513.231739504
2021-11-19 00:00:00+00:00,7014420.739568329,1561256.5296444485
2021-11-20 00:00:00+00:00,7173200.997076817,1145175.0298446596
2021-11-21 00:00:00+00:00,7185373.154063537,1178322.9877722568
2021-11-22 00:00:00+00:00,7061001.061933278,870290.0807015605
2021-11-23 00:00:00+00:00,7297692.140234178,835885.901259094
2021-11-24 00:00:00+00:00,7528030.535646066,623777.0706431677
2021-11-25 00:00:00+00:00,7509220.831604691,622693.8204838043
2021-11-26 00:00:00+00:00,6837401.420348992,437851.48689613043
2021-11-27 00:00:00+00:00,5713996.377600674,543550.7214327697
2021-11-28 00:00:00+00:00,5112372.069188784,123325.786405451
2021-11-29 00:00:00+00:00,4057374.8678219775,449461.07599789975
2021-11-30 00:00:00+00:00,3636545.863118317,417536.06676820625
2021-12-01 00:00:00+00:00,3218196.0286274296,462215.74466884346
2021-12-02 00:00:00+00:00,3056634.7026531044,447303.77257630293
2021-12-03 00:00:00+00:00,2881244.6547456034,662992.5497750377
2021-12-04 00:00:00+00:00,3106385.71762451,527003.4164635425
2021-12-05 00:00:00+00:00,3089838.412655284,451726.1302736647
2021-12-06 00:00:00+00:00,3418238.756523498,292048.0427405268
2021-12-07 00:00:00+00:00,3260825.7232661243,130545.56739035649
2021-12-08 00:00:00+00:00,2973835.2238882747,214574.37939894295
2021-12-09 00:00:00+00:00,2726193.858618374,385933.7668747382
2021-12-10 00:00:00+00:00,2664823.8529168093,271719.9446031954
2021-12-11 00:00:00+00:00,2273551.247744967,374709.6017728764
2021-12-12 00:00:00+00:00,2121257.433054301,359070.72265118937
2021-12-13 00:00:00+00:00,2028602.0254318255,339600.4836397911
2021-12-14 00:00:00+00:00,2076154.46633109,336275.82581682515
2021-12-15 00:00:00+00:00,2281884.7247575587,425832.986297299
2021-12-16 00:00:00+00:00,2493143.331655915,303770.0192609904
2021-12-17 00:00:00+00:00,2410979.5840421678,155598.1971310304
2021-12-18 00:00:00+00:00,2294857.836570001,294935.4337910752
2021-12-19 00:00:00+00:00,2215083.6685882006,185742.93333686137
2021-12-20 00:00:00+00:00,2041755.8792738728,500064.4167267321
2021-12-21 00:00:00+00:00,2202219.812360814,483931.373418041
2021-12-22 00:00:00+00:00,2349875.3599620294,345214.78456242464
2021-12-23 00:00:00+00:00,2269257.1582271555,441474.56923653267
2021-12-24 00:00:00+00:00,2406961.708202698,300796.13842285273
2021-12-25 00:00:00+00:00,2552159.64949452,608806.1009766895
2021-12-26 00:00:00+00:00,2866030.3166801343,447303.77257630293
2021-12-27 00:00:00+00:00,3127591.155919576,218838.21790433917
2021-12-28 00:00:00+00:00,2846364.957097182,173381.89071998643
2021-12-29 00:00:00+00:00,2535815.474399128,221297.60331718306
2021-12-30 00:00:00+00:00,2411898.293153886,179991.0932162957
2021-12-31 00:00:00+00:00,2150414.8171336493,246399.5303662753
2022-01-01 00:00:00+00:00,2096018.209077072,305235.07308371103
2022-01-02 00:00:00+00:00,1792447.1811840937,162908.44720778323
2022-01-03 00:00:00+00:00,1508051.855815574,184528.67573708642
2022-01-04 00:00:00+00:00,1473742.3136483214,69097.75797767738
2022-01-05 00:00:00+00:00,1369458.1809060122,260686.0399756553
2022-01-06 00:00:00+00:00,1408846.6175644842,149104.15111520476
2022-01-07 00:00:00+00:00,1377959.675463393,156108.67702562397
2022-01-08 00:00:00+00:00,1287668.822122742,155326.53420616224
2022-01-09 00:00:00+00:00,1137760.2832451933,99764.5628667515
2022-01-10 00:00:00+00:00,1074616.3989041615,313903.13625839516
2022-01-11 00:00:00+00:00,1203990.8594254702,377182.7554102479
2022-01-12 00:00:00+00:00,1512075.856858041,275729.79355428176
2022-01-13 00:00:00+00:00,1527119.6104366672,403899.82973860763
2022-01-14 00:00:00+00:00,1781915.2890600702,394481.5317577159
2022-01-15 00:00:00+00:00,2020288.1437921624,460508.8529143501
2022-01-16 00:00:00+00:00,2325470.4625003496,432117.1254904511
2022-01-17 00:00:00+00:00,2657823.0251240497,475229.92792121135
2022-01-18 00:00:00+00:00,2819149.8167868657,574788.925005846
2022-01-19 00:00:00+00:00,3016755.986382464,477624.84405008925
2022-01-20 00:00:00+00:00,3218651.0368782715,349162.3018548921
2022-01-21 00:00:00+00:00,3163913.508994556,531284.5347765747
2022-01-22 00:00:00+00:00,3300716.512013415,378994.39112373494
2022-01-23 00:00:00+00:00,3219202.0502228,395418.7219416038
2022-01-24 00:00:00+00:00,3182503.646673952,423697.76594643993
2022-01-25 00:00:00+00:00,3130971.484699181,606812.8634473239
2022-01-26 00:00:00+00:00,3162995.4231406585,550799.5356864353
2022-01-27 00:00:00+00:00,3236170.1147770043,445060.8929757214
2022-01-28 00:00:00+00:00,3332068.705897834,315349.53060018824
2022-01-29 00:00:00+00:00,3116133.7017214475,366690.9807405876
2022-01-30 00:00:00+00:00,3103830.2913383003,476698.2749627638
2022-01-31 00:00:00+00:00,3185109.8443594603,400109.78239695454
2022-02-01 00:00:00+00:00,3161521.860809975,473674.0201767093
2022-02-02 00:00:00+00:00,3028383.01753936,300796.13842285273
2022-02-03 00:00:00+00:00,2778379.6202757773,707934.3672172058
2022-02-04 00:00:00+00:00,3041253.094517262,705616.5827094611
2022-02-05 00:00:00+00:00,3431520.146626535,559905.3953373022
2022-02-06 00:00:00+00:00,3624734.5612232494,518432.6486413214
2022-02-07 00:00:00+00:00,3666468.934901807,699779.8535795823
2022-02-08 00:00:00+00:00,3966139.006084434,1000463.2283286442
2022-02-09 00:00:00+00:00,4492928.214236369,705616.5827094611
2022-02-10 00:00:00+00:00,4897748.658522978,493547.64368166256
2022-02-11 00:00:00+00:00,4683361.934987434,270357.4809751523
2022-02-12 00:00:00+00:00,4248102.833253126,387201.4685243257
2022-02-13 00:00:00+00:00,4075398.9064401495,482346.9770501551
2022-02-14 00:00:00+00:00,4039313.234848983,340715.9913518974
2022-02-15 00:00:00+00:00,3680249.3726212974,560884.658398338
2022-02-16 00:00:00+00:00,3240670.802690992,289188.9189855415
2022-02-17 00:00:00+00:00,2824243.1389670726,718381.5571868976
2022-02-18 00:00:00+00:00,3049077.052472308,772125.6090483473
2022-02-19 00:00:00+00:00,3550845.180545503,653210.0679240492
2022-02-20 00:00:00+00:00,3816853.7799452255,720741.2716333796
2022-02-21 00:00:00+00:00,4055248.0745284506,614825.1835597585
2022-02-22 00:00:00+00:00,4329357.266736312,549956.3953807242
2022-02-23 00:00:00+00:00,4318429.003718698,260757.30666890164
2022-02-24 00:00:00+00:00,4289997.391402058,884789.1303793711
2022-02-25 00:00:00+00:00,4456404.964594532,607616.7067055508
2022-02-26 00:00:00+00:00,4291896.062251736,499087.4656884621
2022-02-27 00:00:00+00:00,4137773.460016148,352540.9896487618
2022-02-28 00:00:00+00:00,3769573.1780315298,993922.8983334769
2022-03-01 00:00:00+00:00,4148670.892805248,946214.1432630392
2022-03-02 00:00:00+00:00,4544928.6406875625,451726.13027366594
2022-03-03 00:00:00+00:00,4735897.464292329,1105825.4006155517
2022-03-04 00:00:00+00:00,4956933.734528508,749669.773205024
2022-03-05 00:00:00+00:00,5098986.801027982,655355.7093571398
2022-03-06 00:00:00+00:00,5255255.044696659,749669.773205024
2022-03-07 00:00:00+00:00,5652383.828252922,784890.4481110234
2022-03-08 00:00:00+00:00,5443351.378030469,1148201.900599472
2022-03-09 00:00:00+00:00,5645339.135366902,1313442.8313142243
2022-03-10 00:00:00+00:00,6507055.836407458,982685.9239874281
2022-03-11 00:00:00+00:00,6383916.359779336,809815.1720328535
2022-03-12 00:00:00+00:00,6444061.758607164,973065.5182398048
2022-03-13 00:00:00+00:00,6761771.56748983,1105825.4006155517
2022-03-14 00:00:00+00:00,7117927.194900357,1453991.6540740049
2022-03-15 00:00:00+00:00,7787028.400863338,2099298.819904685
2022-03-16 00:00:00+00:00,8738125.320168551,1291813.1667862916
2022-03-17 00:00:00+00:00,8716495.65564062,2766854.6708293343
2022-03-18 00:00:00+00:00,10500664.402482525,1809522.7617022996
2022-03-19 00:00:00+00:00,11500371.992151972,1270804.1365289364
2022-03-20 00:00:00+00:00,11798110.610441104,1808275.1418043743
2022-03-21 00:00:00+00:00,12500560.351629928,1296056.469194779
2022-03-22 00:00:00+00:00,12342625.1667507,1416342.1326936013
2022-03-23 00:00:00+00:00,11659668.479539616,1425662.116114257
2022-03-24 00:00:00+00:00,11793517.428867582,3056285.7256845096
2022-03-25 00:00:00+00:00,12082948.483722758,1537033.129886447
2022-03-26 00:00:00+00:00,11810458.851906903,1991311.1851519023
2022-03-27 00:00:00+00:00,12530965.900529869,1946376.627423574
2022-03-28 00:00:00+00:00,12669067.38614907,1565501.9214560215
2022-03-29 00:00:00+00:00,12938512.838410312,1093087.6826465884
2022-03-30 00:00:00+00:00,12615258.388363302,864709.553026649
2022-03-31 00:00:00+00:00,12054305.825275691,1404929.1743918061
2022-04-01 00:00:00+00:00,10402949.273982989,1066645.6586205536
2022-04-02 00:00:00+00:00,9932561.802717095,849161.4330667779
2022-04-03 00:00:00+00:00,8790412.05063197,821765.8461833713
2022-04-04 00:00:00+00:00,7665801.269391768,655355.7093571398
2022-04-05 00:00:00+00:00,6755655.057292885,773476.0409136523
2022-04-06 00:00:00+00:00,6436043.41555995,623898.334671277
2022-04-07 00:00:00+00:00,6195232.197204578,1165397.3861032138
2022-04-08 00:00:00+00:00,5955700.408915985,709019.704170848
2022-04-09 00:00:00+00:00,5598074.4544662805,410028.45819494297
2022-04-10 00:00:00+00:00,5158941.479594445,679428.059345202
2022-04-11 00:00:00+00:00,5016603.692756277,522644.14222340606
2022-04-12 00:00:00+00:00,4883892.125622542,583396.9708752084
2022-04-13 00:00:00+00:00,4693813.055584098,628003.784901902
2022-04-14 00:00:00+00:00,4697918.505814723,1437553.2895453305
2022-04-15 00:00:00+00:00,4970074.40925684,1220149.6035986017
2022-04-16 00:00:00+00:00,5481204.308684593,1173066.0729735943
2022-04-17 00:00:00+00:00,6244241.923463244,973065.5182398048
2022-04-18 00:00:00+00:00,6537879.382357848,963539.2953887616
2022-04-19 00:00:00+00:00,6978774.535523203,620903.7749997278
2022-04-20 00:00:00+00:00,7016281.339647722,636295.9086513369
2022-04-21 00:00:00+00:00,7024573.463397157,845085.6655245612
2022-04-22 00:00:00+00:00,6432105.839376388,750980.93027368
2022-04-23 00:00:00+00:00,5962937.166051466,463734.0146733764
2022-04-24 00:00:00+00:00,5253605.107751249,445839.29535589565
2022-04-25 00:00:00+00:00,4726378.884867339,388473.3342756606
2022-04-26 00:00:00+00:00,4151312.923754239,118977.16453179654
2022-04-27 00:00:00+00:00,3649386.3132863073,287298.40376463596
2022-04-28 00:00:00+00:00,3300388.8083996065,519227.45976732846
2022-04-29 00:00:00+00:00,2974530.6026423736,517527.5036443115
2022-04-30 00:00:00+00:00,2741077.176013005,444379.612849193
2022-05-01 00:00:00+00:00,2721722.7741888217,524031.4954446991
2022-05-02 00:00:00+00:00,2799914.9742776253,493001.22672478895
2022-05-03 00:00:00+00:00,2904442.8667267533,470486.0063729627
2022-05-04 00:00:00+00:00,3255951.70856792,499191.34130185464
2022-05-05 00:00:00+00:00,3467844.646105138,601793.4203060239
2022-05-06 00:00:00+00:00,3550410.606643834,500831.0674443818
2022-05-07 00:00:00+00:00,3533714.170443904,531284.5347765747
2022-05-08 00:00:00+00:00,3620619.092371286,660821.9052467068
2022-05-09 00:00:00+00:00,3757409.502173293,351386.766768801
2022-05-10 00:00:00+00:00,3615795.0422173054,314378.1770740025
2022-05-11 00:00:00+00:00,3459687.2129183454,447902.4622371413
2022-05-12 00:00:00+00:00,3408398.333853632,224263.19232660776
2022-05-13 00:00:00+00:00,3030868.105874216,217698.5936743737
2022-05-14 00:00:00+00:00,2747735.632104208,182722.15679819827
2022-05-15 00:00:00+00:00,2399173.254125832,231657.27783201885
