date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-01-19,2.3,-0.2,5,0,0,197,13.7,56.9,1024.4,424
2022-01-20,0.7,-1.8,3.4,1.6,0,283,30.2,65.9,1017.3,85
2022-01-21,-0.9,-3.2,1.2,3.7,0,285,23.8,45.7,1025.4,281
2022-01-22,2.2,1,3.4,2.8,0,304,15.1,45.7,1027.1,133
2022-01-23,3.8,3.1,4.6,0.4,0,294,13,31,1032.9,1
2022-01-24,4.2,3,5.4,0,0,277,4.7,16.6,1034.5,0
2022-01-25,2.4,1.2,4.3,0.3,0,278,11.9,29.5,1032.3,0
2022-01-26,0.8,-0.3,1.5,0.1,0,263,18.4,44.3,1029.4,0
2022-01-27,2.2,0.6,4.3,0.8,0,248,29.9,64.8,1020.1,2
2022-01-28,3.1,1.5,4,0.2,0,287,28.4,66.6,1025.1,6
2022-01-29,4.5,1,7.4,6.4,0,242,29.2,78.5,1019.5,0
2022-01-30,4.4,2.6,5.9,0,0,286,40.7,91.4,1016.4,0
2022-01-31,1.3,0,3,3.6,0,262,14,37.8,1008.1,0
2022-02-01,1.9,-0.1,4.8,2.7,10,270,25.6,66.6,1008.9,0
2022-02-02,3.8,0.9,5.1,2,0,292,30.2,74.2,1010.4,17
2022-02-03,3.5,-0.5,6.3,2.4,0,190,13.7,25.2,1017.7,0
2022-02-04,6.1,2.9,7.6,0.3,0,226,20.5,88.2,1010.6,17
2022-02-05,3.8,2,5.9,1.1,0,257,27.7,61.2,1016.7,108
2022-02-06,5.3,3.1,7.5,3.5,0,233,35.6,83.2,1004.4,0
2022-02-07,2.6,0.6,5.9,1.2,0,286,29.2,78.5,1012.4,87
2022-02-08,5,1.8,7.1,0.2,0,255,26.6,59.4,1025.1,0
2022-02-09,7.8,6.8,8.5,0,0,238,20.9,40.7,1025.4,0
2022-02-10,7.5,3.5,12,4.8,0,229,18.4,58,1019.7,246
2022-02-11,2.5,0.2,4,3,0,283,15.8,46.8,1023.7,30
2022-02-12,1.2,-3,5.4,0,0,188,13.3,35.3,1031.8,531
2022-02-13,3.6,-1.9,10,0,0,161,19.1,40,1019,548
2022-02-14,4.5,1,8.7,0.4,0,156,30.2,51.8,1009.3,541
2022-02-15,6.2,3.5,11.3,0,0,205,15.5,37.1,1011.3,231
2022-02-16,8.1,3.6,13,8.6,0,204,28.1,74.5,1002,0
2022-02-17,8.5,4.7,14.1,0.6,0,269,42.8,94,996.8,258
2022-02-18,7.3,4,12.9,3.5,0,224,26.6,92.2,1003.9,111
2022-02-19,5.5,2.9,8,0.8,0,249,36.7,84.6,1009.6,264
2022-02-20,6.5,2.3,9.6,1.2,0,234,31.7,63,1007.1,111
2022-02-21,6,1.1,10.4,3.6,0,247,36.7,82.8,997.7,164
2022-02-22,4.8,3.1,7.2,1.5,0,267,27.4,60.5,1013,61
2022-02-23,5.6,1.7,8.7,0,0,268,24.5,60.5,1022.2,330
2022-02-24,5.1,-1.7,10.1,1.9,0,181,20.5,78.8,1014.8,192
2022-02-25,3.1,1.4,6.8,0.3,0,248,24.1,56.2,1019.7,330
2022-02-26,3.1,1.6,5.3,0.1,0,309,14.8,38.9,1031.9,118
2022-02-27,2.4,-1.8,7.6,0,0,74,11.2,31.3,1036.4,427
2022-02-28,0.2,-2.9,4.3,0,0,74,13,33.5,1036,509
2022-03-01,1.2,-4.2,6.9,0,0,140,13.3,33.5,1032.7,615
2022-03-02,0.7,-4.7,8,0,0,135,8.3,18.4,1025.7,516
2022-03-03,0.1,-5.7,6.3,0,0,292,9.7,26.6,1021.1,542
2022-03-04,-0.4,-1.9,1.6,0.1,0,338,8.6,24.1,1023.7,0
2022-03-05,0.3,-3.2,4.6,0,0,55,6.5,30.2,1024.4,135
2022-03-06,-0.8,-1.7,0.3,0,0,357,9,21.6,1024.9,0
2022-03-07,1.3,-1.9,5.7,0,0,321,10.4,35.3,1025.7,324
2022-03-08,2.4,-3.5,7.6,0,0,54,7.6,25.9,1025.8,663
2022-03-09,3.4,-3.4,9.8,0,0,185,9.7,20.9,1026.5,664
2022-03-10,3.1,-3.4,9.3,0,0,120,16.9,42.1,1029.8,660
2022-03-11,2.2,-2,7.1,0,0,126,27.7,58.7,1028.1,673
2022-03-12,4.5,0.8,9.5,0,0,144,29.2,59.4,1024.7,676
2022-03-13,6.4,0.6,12.1,0,0,137,27,54.4,1021.6,683
2022-03-14,6.9,3.5,11.9,3.6,0,183,20.9,49.3,1026.1,322
2022-03-15,7,1.9,11.6,4.5,0,148,11.5,22.3,1026.7,187
2022-03-16,7.5,4.6,12.1,0,0,39,10.4,29.2,1027,398
2022-03-17,8.4,3.6,12.8,0,0,152,16.6,42.5,1029.5,54
2022-03-18,7.2,3,11.4,0,0,340,12.6,27.7,1040.7,362
2022-03-19,4.2,0.6,9,0.2,0,41,17.6,58,1041.4,344
2022-03-20,6.3,0.4,12.2,0,0,117,23,63,1037.4,673
2022-03-21,6.9,0.8,13.3,0,0,140,17.6,40,1036.1,691
2022-03-22,10,2,17.3,0,0,142,17.3,43.9,1033.9,712
2022-03-23,10.7,2,17.3,0,0,241,9.4,24.1,1030.1,714
2022-03-24,8.7,0.4,15.7,0,0,272,7.6,25.9,1028.8,691
2022-03-25,8.1,0.1,14.7,0,0,257,9.4,29.2,1029.1,686
2022-03-26,9.8,2.3,16.7,0,0,259,15.8,42.5,1029.1,519
2022-03-27,9.6,2.3,15.4,0,0,,7.9,22.3,1030,724
2022-03-28,11,2.8,18.1,0.5,0,227,13,33.8,1020.5,708
2022-03-29,6.5,3.8,9.5,0,0,295,10.1,29.2,1011.2,179
2022-03-30,4,2.6,6.2,6.2,0,12,8.6,27.7,1004.7,0
2022-03-31,2,0.9,3.3,0,0,67,24.5,61.6,1001.5,0
2022-04-01,2.1,-0.6,4.9,0.1,0,53,18,44.3,1003.3,0
2022-04-02,1.7,-2.2,6.1,0,0,10,20.5,45,1011.5,390
2022-04-03,1.3,-4,5,0,0,315,15.1,37.1,1018.7,290
2022-04-04,3.9,0.6,7.9,2,0,237,29.9,69.1,1010.2,428
2022-04-05,6.4,3.5,9.4,5.4,0,255,25.6,66.6,1003.3,0
2022-04-06,10.9,8.2,14.6,0.2,0,238,23,52.9,1001.7,77
2022-04-07,10.9,7.7,14.3,3.2,0,224,30.3,81,991.8,
2022-04-08,6.8,3.3,8.9,0.1,0,238,30,78,995.8,
2022-04-09,4.3,2.2,6.4,2.2,,273,19.4,50,1004.7,
2022-04-10,4,2,6.2,1.3,,271,20.2,44.5,1017,
2022-04-11,6,1.8,10.2,0,,251,12.4,27.8,1019.6,
2022-04-12,9.6,3.1,15.5,0,,136,16.1,33.3,1017.3,
2022-04-13,13.2,7.5,18.8,0,,154,17.7,33.3,1016.5,
2022-04-14,13.4,9.6,17,0,,220,11.9,27.8,1019.6,
2022-04-15,12.7,9.4,16.4,0,,248,15.1,35.2,1021.9,
2022-04-16,11.8,8.5,14.9,0,,280,14.5,31.5,1022.7,
